state	N_v	L_v	F_hat	R_star	eligible_relobstq	variant
primary::MAP2K4+PIK3CA	51	0.0046515870120394	0.006907012254913832	0.9839096229634683	True	full_mhn
primary::MAP3K1+TP53	38	0.0034658883619117	0.006878340255751728	0.7361650576435079	True	full_mhn
primary::PIK3CA+RB1+TP53	8	0.0007296607077708	0.006736468382151894	0.15824608334029522	True	full_mhn
unknown::PIK3CA	12	0.0010944910616563	0.0066681700032127905	0.2398003657314068	True	full_mhn
metastatic::PTEN+TP53	68	0.0062021160160525	0.005984725434321247	1.5140490343214126	True	full_mhn
metastatic::GATA3	168	0.0153228748631886	0.00576625946066212	3.882311337117607	True	full_mhn
primary::PIK3CA+RUNX1+TP53	16	0.0014593214155417	0.005698096635967397	0.3741669561248232	True	full_mhn
primary::ATM+TP53	25	0.002280189711784	0.005412780005646908	0.6154529972759839	True	full_mhn
metastatic::GATA3+TP53	38	0.0034658883619117	0.005336139546399838	0.9489245374159405	True	full_mhn
primary::PIK3CA+PTEN+TP53	31	0.0028274352426121	0.005335611985522218	0.7741991906468249	True	full_mhn
primary::MAP2K4+PIK3CA+TP53	14	0.001276906238599	0.005323121298996458	0.3504587693813298	True	full_mhn
primary::GATA3+MAP3K1+PIK3CA	20	0.0018241517694272	0.004964256968159259	0.5368475805152444	True	full_mhn
metastatic::RB1+TP53	37	0.0033746807734403	0.0047783230124165	1.0318141470579636	True	full_mhn
metastatic::BRCA2+TP53	32	0.0029186428310835	0.004433346988260201	0.9618193565827937	True	full_mhn
metastatic::NF1+TP53	23	0.0020977745348412	0.0043364914850261725	0.706748013749666	True	full_mhn
primary::PTEN	78	0.0071141919007661	0.004314530217468481	2.4089974832047645	True	full_mhn
primary::RUNX1+TP53	26	0.0023713973002553	0.0042939052034001255	0.806856225489901	True	full_mhn
primary::MAP2K4+TP53	24	0.0021889821233126	0.0042571024155916345	0.7512290987115388	True	full_mhn
primary::BRCA2+PIK3CA+TP53	13	0.0011856986501276	0.0042131299212642805	0.4111627471449545	True	full_mhn
primary::ESR1+PIK3CA	9	0.0008208682962422	0.004185135245830778	0.28655518486175285	True	full_mhn
primary::GATA3+PIK3CA+TP53	21	0.0019153593578985	0.004164784408306777	0.6718959578899857	True	full_mhn
metastatic::AKT1+TP53	38	0.0034658883619117	0.004147699294340129	1.2208198789367781	True	full_mhn
metastatic::NF1+PIK3CA+TP53	30	0.0027362276541408	0.0039875214870173335	1.0025209961718091	True	full_mhn
primary::CBFB+MAP3K1+PIK3CA	15	0.0013681138270704	0.003976994965998666	0.5025872609339127	True	full_mhn
primary::ESR1+GATA3	9	0.0008208682962422	0.003919981486817029	0.30593823161008993	True	full_mhn
unknown::GATA3	6	0.0005472455308281	0.0038796477243716555	0.20607922664113748	True	full_mhn
primary::PIK3CA+RUNX1	27	0.0024626048887267	0.0038586393751822833	0.9324055093588197	True	full_mhn
primary::ESR1+TP53	12	0.0010944910616563	0.0038175384685443627	0.418864045123892	True	full_mhn
primary::ATM+PIK3CA+TP53	13	0.0011856986501276	0.003810665469346987	0.45458781055348174	True	full_mhn
primary::BRCA1+PIK3CA+TP53	8	0.0007296607077708	0.0038055175684647553	0.28012477086775184	True	full_mhn
primary::NF1+PIK3CA	19	0.0017329441809558	0.0038001281750772624	0.6662398631024755	True	full_mhn
metastatic::PIK3CA+PTEN+TP53	20	0.0018241517694272	0.003763276005860303	0.708172703275234	True	full_mhn
metastatic::PIK3CA+RB1+TP53	11	0.0010032834731849	0.003735327572891558	0.392409262541552	True	full_mhn
primary::MAP3K1	61	0.005563662896753	0.0037132084586913735	2.1890504086243454	True	full_mhn
primary::CBFB+GATA3	36	0.0032834731849689	0.0036764157787865536	1.3048276105448502	True	full_mhn
metastatic::ESR1+PIK3CA	59	0.0053812477198102	0.003666521826841293	2.1442380356231325	True	full_mhn
primary::PIK3CA+PTEN	41	0.0037395111273257	0.003640979089722313	1.5005170359167597	True	full_mhn
primary::AKT1+GATA3	27	0.0024626048887267	0.00359781661198124	1.0	True	full_mhn
metastatic::ESR1+GATA3+PIK3CA	14	0.001276906238599	0.003540789705558359	0.5268696236347793	True	full_mhn
primary::ESR1	25	0.002280189711784	0.0035031863360759684	0.9509376202542889	True	full_mhn
metastatic::BRCA1+TP53	29	0.0026450200656694	0.0035030692051807697	1.1031245230490911	True	full_mhn
metastatic::PIK3CA+RUNX1+TP53	12	0.0010944910616563	0.0033963607925249833	0.4708067555184083	True	full_mhn
metastatic::MAP3K1+TP53	25	0.002280189711784	0.0032759243849786127	1.0169073782486595	True	full_mhn
primary::ATM+PIK3CA	20	0.0018241517694272	0.0031605744195562346	0.843216766425662	True	full_mhn
metastatic::ESR1+GATA3	52	0.0047427946005107	0.003109066028087303	2.2286848290905272	True	full_mhn
primary::AKT1	78	0.0071141919007661	0.003005796325235411	3.45788313958018	True	full_mhn
metastatic::MAP2K4+PIK3CA	15	0.0013681138270704	0.002882765698514315	0.6933574267060862	True	full_mhn
metastatic::CBFB+PIK3CA	11	0.0010032834731849	0.0028766100297319673	0.5095501729335682	True	full_mhn
metastatic::ESR1+MAP3K1+PIK3CA	17	0.0015505290040131	0.0028656343533993013	0.7905027862431353	True	full_mhn
primary::CBFB+GATA3+MAP3K1+PIK3CA	4	0.0003648303538854	0.0028537120600829247	0.186777732714734	False	full_mhn
metastatic::GATA3+PIK3CA+TP53	9	0.0008208682962422	0.0028431078419575836	0.42181734586594904	True	full_mhn
metastatic::ATM+TP53	21	0.0019153593578985	0.0028066673273631905	0.9970194122466185	True	full_mhn
