state	stage	genotype	event_count	N_v	L_v
primary::APC+KRAS+PIK3CA+PTEN+TGFBR2	primary	APC+KRAS+PIK3CA+PTEN+TGFBR2	5	1	7.878358150161507e-05
primary::APC+KRAS+PIK3CA+RNF43+SMAD4+TP53	primary	APC+KRAS+PIK3CA+RNF43+SMAD4+TP53	6	1	7.878358150161507e-05
primary::APC+KRAS+PIK3CA+RNF43+SOX9	primary	APC+KRAS+PIK3CA+RNF43+SOX9	5	1	7.878358150161507e-05
primary::APC+KRAS+PIK3CA+RNF43+SOX9+TCF7L2	primary	APC+KRAS+PIK3CA+RNF43+SOX9+TCF7L2	6	1	7.878358150161507e-05
primary::APC+KRAS+PIK3CA+RNF43+SOX9+TP53	primary	APC+KRAS+PIK3CA+RNF43+SOX9+TP53	6	1	7.878358150161507e-05
primary::APC+KRAS+PIK3CA+SMAD4+TCF7L2+TGFBR2	primary	APC+KRAS+PIK3CA+SMAD4+TCF7L2+TGFBR2	6	1	7.878358150161507e-05
primary::APC+KRAS+PIK3CA+SOX9+TCF7L2+TGFBR2	primary	APC+KRAS+PIK3CA+SOX9+TCF7L2+TGFBR2	6	1	7.878358150161507e-05
primary::APC+KRAS+PIK3CA+SOX9+TCF7L2+TP53	primary	APC+KRAS+PIK3CA+SOX9+TCF7L2+TP53	6	1	7.878358150161507e-05
primary::APC+KRAS+PIK3CA+SOX9+TGFBR2	primary	APC+KRAS+PIK3CA+SOX9+TGFBR2	5	1	7.878358150161507e-05
primary::APC+KRAS+PIK3CA+TCF7L2+TGFBR2	primary	APC+KRAS+PIK3CA+TCF7L2+TGFBR2	5	1	7.878358150161507e-05
primary::APC+KRAS+PTEN+SMAD4+SOX9+TCF7L2	primary	APC+KRAS+PTEN+SMAD4+SOX9+TCF7L2	6	1	7.878358150161507e-05
primary::APC+KRAS+PTEN+SMAD4+SOX9+TP53	primary	APC+KRAS+PTEN+SMAD4+SOX9+TP53	6	1	7.878358150161507e-05
primary::APC+KRAS+RNF43+SMAD4+TP53	primary	APC+KRAS+RNF43+SMAD4+TP53	5	1	7.878358150161507e-05
primary::APC+KRAS+RNF43+SOX9	primary	APC+KRAS+RNF43+SOX9	4	1	7.878358150161507e-05
primary::APC+KRAS+RNF43+TCF7L2+TGFBR2+TP53	primary	APC+KRAS+RNF43+TCF7L2+TGFBR2+TP53	6	1	7.878358150161507e-05
primary::APC+KRAS+SMAD4+SOX9+TCF7L2	primary	APC+KRAS+SMAD4+SOX9+TCF7L2	5	1	7.878358150161507e-05
primary::APC+KRAS+SMAD4+SOX9+TCF7L2+TP53	primary	APC+KRAS+SMAD4+SOX9+TCF7L2+TP53	6	1	7.878358150161507e-05
primary::APC+KRAS+TCF7L2+TGFBR2+TP53	primary	APC+KRAS+TCF7L2+TGFBR2+TP53	5	1	7.878358150161507e-05
primary::APC+NRAS+PIK3CA+PTEN+TP53	primary	APC+NRAS+PIK3CA+PTEN+TP53	5	1	7.878358150161507e-05
primary::APC+NRAS+PIK3CA+SOX9	primary	APC+NRAS+PIK3CA+SOX9	4	1	7.878358150161507e-05
primary::APC+NRAS+PIK3CA+SOX9+TP53	primary	APC+NRAS+PIK3CA+SOX9+TP53	5	1	7.878358150161507e-05
primary::APC+NRAS+PTEN	primary	APC+NRAS+PTEN	3	1	7.878358150161507e-05
primary::APC+NRAS+RNF43+TP53	primary	APC+NRAS+RNF43+TP53	4	1	7.878358150161507e-05
primary::APC+NRAS+SMAD4+TCF7L2+TP53	primary	APC+NRAS+SMAD4+TCF7L2+TP53	5	1	7.878358150161507e-05
primary::APC+NRAS+SOX9	primary	APC+NRAS+SOX9	3	1	7.878358150161507e-05
primary::APC+NRAS+SOX9+TCF7L2+TP53	primary	APC+NRAS+SOX9+TCF7L2+TP53	5	1	7.878358150161507e-05
primary::APC+PIK3CA+PTEN+SMAD4	primary	APC+PIK3CA+PTEN+SMAD4	4	1	7.878358150161507e-05
primary::APC+PIK3CA+PTEN+SOX9	primary	APC+PIK3CA+PTEN+SOX9	4	1	7.878358150161507e-05
primary::APC+PIK3CA+PTEN+SOX9+TCF7L2	primary	APC+PIK3CA+PTEN+SOX9+TCF7L2	5	1	7.878358150161507e-05
primary::APC+PIK3CA+PTEN+SOX9+TCF7L2+TP53	primary	APC+PIK3CA+PTEN+SOX9+TCF7L2+TP53	6	1	7.878358150161507e-05
primary::APC+PIK3CA+RNF43	primary	APC+PIK3CA+RNF43	3	1	7.878358150161507e-05
primary::APC+PIK3CA+RNF43+SMAD4+TCF7L2	primary	APC+PIK3CA+RNF43+SMAD4+TCF7L2	5	1	7.878358150161507e-05
primary::APC+PIK3CA+SMAD4+SOX9+TP53	primary	APC+PIK3CA+SMAD4+SOX9+TP53	5	1	7.878358150161507e-05
primary::APC+PIK3CA+SMAD4+TCF7L2	primary	APC+PIK3CA+SMAD4+TCF7L2	4	1	7.878358150161507e-05
primary::APC+PIK3CA+SMAD4+TCF7L2+TP53	primary	APC+PIK3CA+SMAD4+TCF7L2+TP53	5	1	7.878358150161507e-05
primary::APC+PIK3CA+SOX9+TCF7L2	primary	APC+PIK3CA+SOX9+TCF7L2	4	1	7.878358150161507e-05
primary::APC+PIK3CA+TCF7L2+TGFBR2	primary	APC+PIK3CA+TCF7L2+TGFBR2	4	1	7.878358150161507e-05
primary::APC+PIK3CA+TGFBR2+TP53	primary	APC+PIK3CA+TGFBR2+TP53	4	1	7.878358150161507e-05
primary::APC+PTEN+RNF43	primary	APC+PTEN+RNF43	3	1	7.878358150161507e-05
primary::APC+SMAD4+SOX9+TCF7L2	primary	APC+SMAD4+SOX9+TCF7L2	4	1	7.878358150161507e-05
primary::APC+SMAD4+SOX9+TCF7L2+TP53	primary	APC+SMAD4+SOX9+TCF7L2+TP53	5	1	7.878358150161507e-05
primary::APC+SOX9+TCF7L2	primary	APC+SOX9+TCF7L2	3	1	7.878358150161507e-05
primary::APC+TCF7L2+TGFBR2+TP53	primary	APC+TCF7L2+TGFBR2+TP53	4	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+FBXW7+PIK3CA+RNF43+TP53	primary	ARID1A+BRAF+CTNNB1+FBXW7+PIK3CA+RNF43+TP53	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+FBXW7+RNF43	primary	ARID1A+BRAF+CTNNB1+FBXW7+RNF43	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+FBXW7+RNF43+TGFBR2+TP53	primary	ARID1A+BRAF+CTNNB1+FBXW7+RNF43+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+KRAS	primary	ARID1A+BRAF+CTNNB1+KRAS	4	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+KRAS+NRAS+PIK3CA+SOX9+TP53	primary	ARID1A+BRAF+CTNNB1+KRAS+NRAS+PIK3CA+SOX9+TP53	8	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+KRAS+TCF7L2+TGFBR2+TP53	primary	ARID1A+BRAF+CTNNB1+KRAS+TCF7L2+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+PIK3CA+RNF43	primary	ARID1A+BRAF+CTNNB1+PIK3CA+RNF43	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+PIK3CA+RNF43+SOX9	primary	ARID1A+BRAF+CTNNB1+PIK3CA+RNF43+SOX9	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+PIK3CA+RNF43+TP53	primary	ARID1A+BRAF+CTNNB1+PIK3CA+RNF43+TP53	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+PIK3CA+SMAD4	primary	ARID1A+BRAF+CTNNB1+PIK3CA+SMAD4	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+PIK3CA+SMAD4+TGFBR2+TP53	primary	ARID1A+BRAF+CTNNB1+PIK3CA+SMAD4+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+PIK3CA+TCF7L2	primary	ARID1A+BRAF+CTNNB1+PIK3CA+TCF7L2	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+PTEN+RNF43	primary	ARID1A+BRAF+CTNNB1+PTEN+RNF43	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+PTEN+RNF43+TGFBR2	primary	ARID1A+BRAF+CTNNB1+PTEN+RNF43+TGFBR2	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+RNF43+SMAD4+TGFBR2	primary	ARID1A+BRAF+CTNNB1+RNF43+SMAD4+TGFBR2	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+SMAD4	primary	ARID1A+BRAF+CTNNB1+SMAD4	4	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+SMAD4+SOX9	primary	ARID1A+BRAF+CTNNB1+SMAD4+SOX9	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+SOX9	primary	ARID1A+BRAF+CTNNB1+SOX9	4	1	7.878358150161507e-05
primary::ARID1A+BRAF+CTNNB1+SOX9+TGFBR2	primary	ARID1A+BRAF+CTNNB1+SOX9+TGFBR2	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7	primary	ARID1A+BRAF+FBXW7	3	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+KRAS	primary	ARID1A+BRAF+FBXW7+KRAS	4	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+KRAS+PTEN+RNF43+TCF7L2	primary	ARID1A+BRAF+FBXW7+KRAS+PTEN+RNF43+TCF7L2	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+KRAS+RNF43+SOX9	primary	ARID1A+BRAF+FBXW7+KRAS+RNF43+SOX9	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+PIK3CA+PTEN	primary	ARID1A+BRAF+FBXW7+PIK3CA+PTEN	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+PIK3CA+PTEN+RNF43	primary	ARID1A+BRAF+FBXW7+PIK3CA+PTEN+RNF43	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+PIK3CA+PTEN+RNF43+TCF7L2+TGFBR2	primary	ARID1A+BRAF+FBXW7+PIK3CA+PTEN+RNF43+TCF7L2+TGFBR2	8	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+PIK3CA+PTEN+RNF43+TGFBR2	primary	ARID1A+BRAF+FBXW7+PIK3CA+PTEN+RNF43+TGFBR2	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+PIK3CA+RNF43+TCF7L2	primary	ARID1A+BRAF+FBXW7+PIK3CA+RNF43+TCF7L2	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+PIK3CA+RNF43+TCF7L2+TGFBR2	primary	ARID1A+BRAF+FBXW7+PIK3CA+RNF43+TCF7L2+TGFBR2	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+PIK3CA+RNF43+TP53	primary	ARID1A+BRAF+FBXW7+PIK3CA+RNF43+TP53	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+PTEN	primary	ARID1A+BRAF+FBXW7+PTEN	4	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+PTEN+RNF43	primary	ARID1A+BRAF+FBXW7+PTEN+RNF43	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+PTEN+RNF43+SMAD4+TCF7L2	primary	ARID1A+BRAF+FBXW7+PTEN+RNF43+SMAD4+TCF7L2	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+PTEN+RNF43+SOX9+TGFBR2+TP53	primary	ARID1A+BRAF+FBXW7+PTEN+RNF43+SOX9+TGFBR2+TP53	8	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+RNF43+SMAD4	primary	ARID1A+BRAF+FBXW7+RNF43+SMAD4	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+RNF43+SMAD4+SOX9	primary	ARID1A+BRAF+FBXW7+RNF43+SMAD4+SOX9	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+RNF43+SMAD4+SOX9+TCF7L2	primary	ARID1A+BRAF+FBXW7+RNF43+SMAD4+SOX9+TCF7L2	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+RNF43+SMAD4+TGFBR2	primary	ARID1A+BRAF+FBXW7+RNF43+SMAD4+TGFBR2	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+RNF43+SMAD4+TGFBR2+TP53	primary	ARID1A+BRAF+FBXW7+RNF43+SMAD4+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+RNF43+SMAD4+TP53	primary	ARID1A+BRAF+FBXW7+RNF43+SMAD4+TP53	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+RNF43+SOX9+TCF7L2	primary	ARID1A+BRAF+FBXW7+RNF43+SOX9+TCF7L2	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+RNF43+SOX9+TGFBR2	primary	ARID1A+BRAF+FBXW7+RNF43+SOX9+TGFBR2	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+RNF43+SOX9+TP53	primary	ARID1A+BRAF+FBXW7+RNF43+SOX9+TP53	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+RNF43+TGFBR2+TP53	primary	ARID1A+BRAF+FBXW7+RNF43+TGFBR2+TP53	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+SMAD4+SOX9+TP53	primary	ARID1A+BRAF+FBXW7+SMAD4+SOX9+TP53	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+FBXW7+SOX9	primary	ARID1A+BRAF+FBXW7+SOX9	4	1	7.878358150161507e-05
primary::ARID1A+BRAF+KRAS+PIK3CA+RNF43+SOX9+TCF7L2+TGFBR2	primary	ARID1A+BRAF+KRAS+PIK3CA+RNF43+SOX9+TCF7L2+TGFBR2	8	1	7.878358150161507e-05
primary::ARID1A+BRAF+KRAS+PTEN+RNF43+SMAD4+SOX9+TGFBR2	primary	ARID1A+BRAF+KRAS+PTEN+RNF43+SMAD4+SOX9+TGFBR2	8	1	7.878358150161507e-05
primary::ARID1A+BRAF+KRAS+RNF43+TP53	primary	ARID1A+BRAF+KRAS+RNF43+TP53	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+KRAS+SMAD4+SOX9+TCF7L2	primary	ARID1A+BRAF+KRAS+SMAD4+SOX9+TCF7L2	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+PIK3CA	primary	ARID1A+BRAF+PIK3CA	3	1	7.878358150161507e-05
primary::ARID1A+BRAF+PIK3CA+PTEN	primary	ARID1A+BRAF+PIK3CA+PTEN	4	1	7.878358150161507e-05
primary::ARID1A+BRAF+PIK3CA+PTEN+RNF43+SMAD4+TGFBR2	primary	ARID1A+BRAF+PIK3CA+PTEN+RNF43+SMAD4+TGFBR2	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+PIK3CA+PTEN+RNF43+TCF7L2+TGFBR2+TP53	primary	ARID1A+BRAF+PIK3CA+PTEN+RNF43+TCF7L2+TGFBR2+TP53	8	1	7.878358150161507e-05
primary::ARID1A+BRAF+PIK3CA+PTEN+RNF43+TGFBR2	primary	ARID1A+BRAF+PIK3CA+PTEN+RNF43+TGFBR2	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+PIK3CA+PTEN+RNF43+TGFBR2+TP53	primary	ARID1A+BRAF+PIK3CA+PTEN+RNF43+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+PIK3CA+PTEN+SOX9+TGFBR2+TP53	primary	ARID1A+BRAF+PIK3CA+PTEN+SOX9+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+PIK3CA+PTEN+SOX9+TP53	primary	ARID1A+BRAF+PIK3CA+PTEN+SOX9+TP53	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+PIK3CA+RNF43+SMAD4	primary	ARID1A+BRAF+PIK3CA+RNF43+SMAD4	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+PIK3CA+RNF43+SMAD4+SOX9+TGFBR2	primary	ARID1A+BRAF+PIK3CA+RNF43+SMAD4+SOX9+TGFBR2	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+PIK3CA+RNF43+SMAD4+TP53	primary	ARID1A+BRAF+PIK3CA+RNF43+SMAD4+TP53	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+PIK3CA+RNF43+SOX9+TCF7L2+TGFBR2	primary	ARID1A+BRAF+PIK3CA+RNF43+SOX9+TCF7L2+TGFBR2	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+PIK3CA+RNF43+SOX9+TCF7L2+TP53	primary	ARID1A+BRAF+PIK3CA+RNF43+SOX9+TCF7L2+TP53	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+PIK3CA+RNF43+TCF7L2+TP53	primary	ARID1A+BRAF+PIK3CA+RNF43+TCF7L2+TP53	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+PIK3CA+RNF43+TGFBR2+TP53	primary	ARID1A+BRAF+PIK3CA+RNF43+TGFBR2+TP53	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+PIK3CA+TGFBR2+TP53	primary	ARID1A+BRAF+PIK3CA+TGFBR2+TP53	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+PTEN+RNF43+SOX9+TP53	primary	ARID1A+BRAF+PTEN+RNF43+SOX9+TP53	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+PTEN+RNF43+TP53	primary	ARID1A+BRAF+PTEN+RNF43+TP53	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+PTEN+SOX9	primary	ARID1A+BRAF+PTEN+SOX9	4	1	7.878358150161507e-05
primary::ARID1A+BRAF+RNF43+SMAD4+SOX9+TGFBR2+TP53	primary	ARID1A+BRAF+RNF43+SMAD4+SOX9+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+RNF43+SOX9+TCF7L2	primary	ARID1A+BRAF+RNF43+SOX9+TCF7L2	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+RNF43+SOX9+TCF7L2+TGFBR2	primary	ARID1A+BRAF+RNF43+SOX9+TCF7L2+TGFBR2	6	1	7.878358150161507e-05
primary::ARID1A+BRAF+RNF43+SOX9+TCF7L2+TGFBR2+TP53	primary	ARID1A+BRAF+RNF43+SOX9+TCF7L2+TGFBR2+TP53	7	1	7.878358150161507e-05
primary::ARID1A+BRAF+RNF43+SOX9+TGFBR2	primary	ARID1A+BRAF+RNF43+SOX9+TGFBR2	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+RNF43+SOX9+TP53	primary	ARID1A+BRAF+RNF43+SOX9+TP53	5	1	7.878358150161507e-05
primary::ARID1A+BRAF+SOX9	primary	ARID1A+BRAF+SOX9	3	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+FBXW7+KRAS+NRAS+PTEN+SOX9+TGFBR2+TP53	primary	ARID1A+CTNNB1+FBXW7+KRAS+NRAS+PTEN+SOX9+TGFBR2+TP53	9	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+FBXW7+KRAS+PIK3CA	primary	ARID1A+CTNNB1+FBXW7+KRAS+PIK3CA	5	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+FBXW7+KRAS+PIK3CA+SOX9+TCF7L2+TGFBR2+TP53	primary	ARID1A+CTNNB1+FBXW7+KRAS+PIK3CA+SOX9+TCF7L2+TGFBR2+TP53	9	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+FBXW7+KRAS+PIK3CA+TCF7L2	primary	ARID1A+CTNNB1+FBXW7+KRAS+PIK3CA+TCF7L2	6	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+FBXW7+KRAS+RNF43+SOX9+TCF7L2+TGFBR2+TP53	primary	ARID1A+CTNNB1+FBXW7+KRAS+RNF43+SOX9+TCF7L2+TGFBR2+TP53	9	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+FBXW7+KRAS+SOX9+TCF7L2	primary	ARID1A+CTNNB1+FBXW7+KRAS+SOX9+TCF7L2	6	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+FBXW7+PIK3CA+PTEN+RNF43+SOX9+TP53	primary	ARID1A+CTNNB1+FBXW7+PIK3CA+PTEN+RNF43+SOX9+TP53	8	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+FBXW7+PIK3CA+PTEN+RNF43+TCF7L2	primary	ARID1A+CTNNB1+FBXW7+PIK3CA+PTEN+RNF43+TCF7L2	7	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+FBXW7+PIK3CA+SOX9+TCF7L2	primary	ARID1A+CTNNB1+FBXW7+PIK3CA+SOX9+TCF7L2	6	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+FBXW7+PIK3CA+TCF7L2	primary	ARID1A+CTNNB1+FBXW7+PIK3CA+TCF7L2	5	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+FBXW7+TP53	primary	ARID1A+CTNNB1+FBXW7+TP53	4	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+KRAS	primary	ARID1A+CTNNB1+KRAS	3	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+KRAS+NRAS+PIK3CA	primary	ARID1A+CTNNB1+KRAS+NRAS+PIK3CA	5	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+KRAS+PIK3CA	primary	ARID1A+CTNNB1+KRAS+PIK3CA	4	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+KRAS+PIK3CA+PTEN+RNF43+TCF7L2	primary	ARID1A+CTNNB1+KRAS+PIK3CA+PTEN+RNF43+TCF7L2	7	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+KRAS+PIK3CA+RNF43+SMAD4+TCF7L2	primary	ARID1A+CTNNB1+KRAS+PIK3CA+RNF43+SMAD4+TCF7L2	7	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+KRAS+PIK3CA+RNF43+SOX9+TCF7L2+TGFBR2	primary	ARID1A+CTNNB1+KRAS+PIK3CA+RNF43+SOX9+TCF7L2+TGFBR2	8	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+KRAS+PIK3CA+RNF43+TP53	primary	ARID1A+CTNNB1+KRAS+PIK3CA+RNF43+TP53	6	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+KRAS+PTEN+TCF7L2+TP53	primary	ARID1A+CTNNB1+KRAS+PTEN+TCF7L2+TP53	6	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+KRAS+RNF43+SMAD4+SOX9	primary	ARID1A+CTNNB1+KRAS+RNF43+SMAD4+SOX9	6	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+KRAS+RNF43+SMAD4+TCF7L2+TGFBR2	primary	ARID1A+CTNNB1+KRAS+RNF43+SMAD4+TCF7L2+TGFBR2	7	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+KRAS+RNF43+TCF7L2	primary	ARID1A+CTNNB1+KRAS+RNF43+TCF7L2	5	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+KRAS+SMAD4	primary	ARID1A+CTNNB1+KRAS+SMAD4	4	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+KRAS+TCF7L2+TGFBR2	primary	ARID1A+CTNNB1+KRAS+TCF7L2+TGFBR2	5	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+KRAS+TP53	primary	ARID1A+CTNNB1+KRAS+TP53	4	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+NRAS+TP53	primary	ARID1A+CTNNB1+NRAS+TP53	4	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+PIK3CA+PTEN+RNF43	primary	ARID1A+CTNNB1+PIK3CA+PTEN+RNF43	5	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+PIK3CA+RNF43	primary	ARID1A+CTNNB1+PIK3CA+RNF43	4	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+PIK3CA+RNF43+SMAD4+SOX9	primary	ARID1A+CTNNB1+PIK3CA+RNF43+SMAD4+SOX9	6	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+PIK3CA+SMAD4+TP53	primary	ARID1A+CTNNB1+PIK3CA+SMAD4+TP53	5	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+PTEN+RNF43+SOX9	primary	ARID1A+CTNNB1+PTEN+RNF43+SOX9	5	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+PTEN+SMAD4+TGFBR2	primary	ARID1A+CTNNB1+PTEN+SMAD4+TGFBR2	5	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+PTEN+SOX9+TGFBR2	primary	ARID1A+CTNNB1+PTEN+SOX9+TGFBR2	5	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+PTEN+TCF7L2	primary	ARID1A+CTNNB1+PTEN+TCF7L2	4	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+PTEN+TCF7L2+TGFBR2	primary	ARID1A+CTNNB1+PTEN+TCF7L2+TGFBR2	5	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+RNF43+SOX9+TCF7L2	primary	ARID1A+CTNNB1+RNF43+SOX9+TCF7L2	5	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+RNF43+TCF7L2	primary	ARID1A+CTNNB1+RNF43+TCF7L2	4	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+RNF43+TP53	primary	ARID1A+CTNNB1+RNF43+TP53	4	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+SMAD4	primary	ARID1A+CTNNB1+SMAD4	3	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+SOX9	primary	ARID1A+CTNNB1+SOX9	3	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+SOX9+TGFBR2	primary	ARID1A+CTNNB1+SOX9+TGFBR2	4	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+TCF7L2	primary	ARID1A+CTNNB1+TCF7L2	3	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+TCF7L2+TGFBR2+TP53	primary	ARID1A+CTNNB1+TCF7L2+TGFBR2+TP53	5	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+TGFBR2	primary	ARID1A+CTNNB1+TGFBR2	3	1	7.878358150161507e-05
primary::ARID1A+CTNNB1+TP53	primary	ARID1A+CTNNB1+TP53	3	1	7.878358150161507e-05
primary::ARID1A+FBXW7	primary	ARID1A+FBXW7	2	1	7.878358150161507e-05
primary::ARID1A+FBXW7+KRAS	primary	ARID1A+FBXW7+KRAS	3	1	7.878358150161507e-05
primary::ARID1A+FBXW7+KRAS+PIK3CA	primary	ARID1A+FBXW7+KRAS+PIK3CA	4	1	7.878358150161507e-05
primary::ARID1A+FBXW7+KRAS+PIK3CA+RNF43+SMAD4	primary	ARID1A+FBXW7+KRAS+PIK3CA+RNF43+SMAD4	6	1	7.878358150161507e-05
primary::ARID1A+FBXW7+KRAS+RNF43	primary	ARID1A+FBXW7+KRAS+RNF43	4	1	7.878358150161507e-05
primary::ARID1A+FBXW7+KRAS+RNF43+SMAD4+TGFBR2	primary	ARID1A+FBXW7+KRAS+RNF43+SMAD4+TGFBR2	6	1	7.878358150161507e-05
primary::ARID1A+FBXW7+KRAS+RNF43+SMAD4+TP53	primary	ARID1A+FBXW7+KRAS+RNF43+SMAD4+TP53	6	1	7.878358150161507e-05
